=== Experiment Config ===
Scheduler: fifo
Backend: cycle_stub
Workload: synthetic
KeySwitchMethod: fast
Seed: 123
NumCards: 1
NumUsers: 1
EnableMultiCard: false
KeySwitchMultiBoardMode: auto
SyntheticRequestsPerUser: 1
SyntheticInterArrival: 300
SyntheticStartTime: 0
BurstBursts: 4
BurstRequestsPerUserPerBurst: 2
BurstIntraGap: 20
BurstInterGap: 1200
BurstStartTime: 0
BurstLevel: 1
NumPools: 1
PoolConfigSource: built-in default
TreeConfigSource: built-in default
HEParamsSource: built-in default
CSVOutput: results/metrics_fast.csv
DumpLogicalGraph: true
DumpRuntimePlan: true
=========================
394096,7602176
394354,7340032
394354,7340032
394612,7077888
394612,7077888
395167,6815744
395167,6815744
399275,7077888
399275,7077888
399457,7077888
399457,7077888
399718,7340032
399718,7340032
399900,7340032
399900,7340032
400161,7602176
400161,7602176
400419,7340032
400419,7340032
400677,7077888
400677,7077888
400860,6815744
400860,6815744
401415,6291456
401415,6291456
405523,6553600
405523,6553600
405705,6553600
405705,6553600
405966,6815744
405966,6815744
406148,6815744
406148,6815744
406409,7077888
406409,7077888
406964,6815744
406964,6815744
411072,7077888
411072,7077888
411254,7077888
411254,7077888
411515,7340032
411515,7340032
411697,7340032
411697,7340032
411958,7602176
411958,7602176
412216,7340032
412216,7340032
412474,7077888
412474,7077888
413029,6815744
413029,6815744
417137,7077888
417137,7077888
417319,7077888
417319,7077888
417580,7340032
417580,7340032
417762,7340032
417762,7340032
418023,7602176
418023,7602176
418281,7340032
418281,7340032
418539,7077888
418539,7077888
418722,6815744
418722,6815744
419277,6291456
419277,6291456
423385,6553600
423385,6553600
423567,6553600
423567,6553600
423828,6815744
423828,6815744
424010,6815744
424010,6815744
424271,7077888
424271,7077888
424826,6815744
424826,6815744
428934,7077888
428934,7077888
429116,7077888
429116,7077888
429377,7340032
429377,7340032
429559,7340032
429559,7340032
429820,7602176
429820,7602176
430078,7340032
430078,7340032
430336,7077888
430336,7077888
430891,6815744
430891,6815744
434999,7077888
434999,7077888
435181,7077888
435181,7077888
435442,7340032
435442,7340032
435624,7340032
435624,7340032
435885,7602176
435885,7602176
436143,7340032
436143,7340032
436401,7077888
436401,7077888
436584,6815744
436584,6815744
437139,6291456
437139,6291456
441247,6553600
441247,6553600
441429,6553600
441429,6553600
441690,6815744
441690,6815744
441872,6815744
441872,6815744
442133,7077888
442133,7077888
442688,6815744
442688,6815744
446796,7077888
446796,7077888
446978,7077888
446978,7077888
447239,7340032
447239,7340032
447421,7340032
447421,7340032
447682,7602176
447682,7602176
447940,7340032
447940,7340032
448198,7077888
448198,7077888
448753,6815744
448753,6815744
452861,7077888
452861,7077888
453043,7077888
453043,7077888
453304,7340032
453304,7340032
453486,7340032
453486,7340032
453747,7602176
453747,7602176
454005,7340032
454005,7340032
454263,7077888
454263,7077888
454446,6815744
454446,6815744
455001,6291456
455001,6291456
459109,6553600
459109,6553600
459291,6553600
459291,6553600
459552,6815744
459552,6815744
459734,6815744
459734,6815744
459995,7077888
459995,7077888
460550,6815744
460550,6815744
464658,7077888
464658,7077888
464840,7077888
464840,7077888
465101,7340032
465101,7340032
465283,7340032
465283,7340032
465544,7602176
465544,7602176
465802,7340032
465802,7340032
466060,7077888
466060,7077888
466615,6815744
466615,6815744
470723,7077888
470723,7077888
470905,7077888
470905,7077888
471166,7340032
471166,7340032
471348,7340032
471348,7340032
471609,7602176
471609,7602176
471867,7340032
471867,7340032
472125,7077888
472125,7077888
472308,6815744
472308,6815744
472863,6291456
472863,6291456
476971,6553600
476971,6553600
477153,6553600
477153,6553600
477414,6815744
477414,6815744
477596,6815744
477596,6815744
477857,7077888
477857,7077888
478412,6815744
478412,6815744
482520,7077888
482520,7077888
482702,7077888
482702,7077888
482963,7340032
482963,7340032
483145,7340032
483145,7340032
483406,7602176
483406,7602176
483664,7340032
483664,7340032
483922,7077888
483922,7077888
484477,6815744
484477,6815744
488585,7077888
488585,7077888
488767,7077888
488767,7077888
489028,7340032
489028,7340032
489210,7340032
489210,7340032
489471,7602176
489471,7602176
489729,7340032
489729,7340032
489987,7077888
489987,7077888
490170,6815744
490170,6815744
490725,6291456
490725,6291456
494833,6553600
494833,6553600
495015,6553600
495015,6553600
495276,6815744
495276,6815744
495458,6815744
495458,6815744
495719,7077888
495719,7077888
496274,6815744
496274,6815744
500382,7077888
500382,7077888
500564,7077888
500564,7077888
500825,7340032
500825,7340032
501007,7340032
501007,7340032
501268,7602176
501268,7602176
501526,7340032
501526,7340032
501784,7077888
501784,7077888
502339,6815744
502339,6815744
506447,7077888
506447,7077888
506629,7077888
506629,7077888
506890,7340032
506890,7340032
507072,7340032
507072,7340032
507333,7602176
507333,7602176
507591,7340032
507591,7340032
507849,7077888
507849,7077888
508032,6815744
508032,6815744
508587,6291456
508587,6291456
512695,6553600
512695,6553600
512877,6553600
512877,6553600
513138,6815744
513138,6815744
513320,6815744
513320,6815744
513581,7077888
513581,7077888
514136,6815744
514136,6815744
518244,7077888
518244,7077888
518426,7077888
518426,7077888
518687,7340032
518687,7340032
518869,7340032
518869,7340032
519130,7602176
519130,7602176
519388,7340032
519388,7340032
519646,7077888
519646,7077888
520201,6815744
520201,6815744
524309,7077888
524309,7077888
524491,7077888
524491,7077888
524752,7340032
524752,7340032
524934,7340032
524934,7340032
525195,7602176
525195,7602176
525453,7340032
525453,7340032
525711,7077888
525711,7077888
525894,6815744
525894,6815744
526449,6291456
526449,6291456
530557,6553600
530557,6553600
530739,6553600
530739,6553600
531000,6815744
531000,6815744
531182,6815744
531182,6815744
531443,7077888
531443,7077888
531998,6815744
531998,6815744
536106,7077888
536106,7077888
536288,7077888
536288,7077888
536549,7340032
536549,7340032
536731,7340032
536731,7340032
536992,7602176
536992,7602176
537250,7340032
537250,7340032
537508,7077888
537508,7077888
538063,6815744
538063,6815744
542171,7077888
542171,7077888
542353,7077888
542353,7077888
542614,7340032
542614,7340032
542796,7340032
542796,7340032
543057,7602176
543057,7602176
543315,7340032
543315,7340032
543573,7077888
543573,7077888
543756,6815744
543756,6815744
544311,6291456
544311,6291456
548419,6553600
548419,6553600
548601,6553600
548601,6553600
548862,6815744
548862,6815744
549044,6815744
549044,6815744
549305,7077888
549305,7077888
549860,6815744
549860,6815744
553968,7077888
553968,7077888
554150,7077888
554150,7077888
554411,7340032
554411,7340032
554593,7340032
554593,7340032
554854,7602176
554854,7602176
555112,7340032
555112,7340032
555370,7077888
555370,7077888
555925,6815744
555925,6815744
560033,7077888
560033,7077888
560215,7077888
560215,7077888
560476,7340032
560476,7340032
560658,7340032
560658,7340032
560919,7602176
560919,7602176
561177,7340032
561177,7340032
561435,7077888
561435,7077888
561618,6815744
561618,6815744
562173,6291456
562173,6291456
566281,6553600
566281,6553600
566463,6553600
566463,6553600
566724,6815744
566724,6815744
566906,6815744
566906,6815744
567167,7077888
567167,7077888
567722,6815744
567722,6815744
571830,7077888
571830,7077888
572012,7077888
572012,7077888
572273,7340032
572273,7340032
572455,7340032
572455,7340032
572716,7602176
572716,7602176
572974,7340032
572974,7340032
573232,7077888
573232,7077888
573787,6815744
573787,6815744
577895,7077888
577895,7077888
578077,7077888
578077,7077888
578338,7340032
578338,7340032
578520,7340032
578520,7340032
578781,7602176
578781,7602176
579039,7340032
579039,7340032
579297,7077888
579297,7077888
579480,6815744
579480,6815744
579847,0
579847,0
588066,2097152
588066,2097152
600765,2097152
600765,2097152
625415,6029312
625415,6029312
625782,6029312
625782,6029312
634001,8126464
634001,8126464
646700,8126464
646700,8126464
671350,12058624
671350,12058624
672444,12058624
672444,12058624
673994,18087936
673994,18087936
675088,12058624
675088,12058624
676182,6029312
676182,6029312
677732,12058624
677732,12058624
678826,6029312

--- Transfer vs Compute ---
Transfer: 45736 cycles (6.73751%)
Compute:  633090 cycles (93.2625%)
====================================================

Scheduler=fifo
Backend=cycle_stub
RuntimeBackend=cycle_stub
Workload=synthetic
Seed=123
NumCards=1
=== Request Metrics ===
Completed requests: 1
Mean latency(ns): 2262754.0000
P95 latency(ns): 2262754
P99 latency(ns): 2262754
Max latency(ns): 2262754
Mean queue time(ns): 0.0000
Mean service time(ns): 2262754.0000
=== User Metrics ===
User 0: completed=1, mean_latency(ns)=2262754.0000, throughput(req/ns)=0.0000, reload_count=1
