=== Experiment Config ===
Scheduler: fifo
Backend: cycle_stub
Workload: synthetic
KeySwitchMethod: fast
Seed: 123
NumCards: 1
NumUsers: 1
EnableMultiCard: false
KeySwitchMultiBoardMode: auto
SyntheticRequestsPerUser: 1
SyntheticInterArrival: 300
SyntheticStartTime: 0
BurstBursts: 4
BurstRequestsPerUserPerBurst: 2
BurstIntraGap: 20
BurstInterGap: 1200
BurstStartTime: 0
BurstLevel: 1
NumPools: 1
PoolConfigSource: built-in default
TreeConfigSource: built-in default
HEParamsSource: built-in default
CSVOutput: results/metrics_fast.csv
DumpLogicalGraph: true
DumpRuntimePlan: true
=========================
Emitted group 723: load_result_digit_1, kind=0, bytes=2097152, work_items=8, micro_ops=8, est_cycles/op=182, total_est_cycles=1329, bram_live=6029312
Emitted group 724: intt_final_digit_1, kind=3, bytes=2097152, work_items=8, micro_ops=8, est_cycles/op=4108, total_est_cycles=32780, bram_live=8126464
Emitted group 725: bconv_final_digit_1, kind=7, bytes=2097152, work_items=8, micro_ops=184, est_cycles/op=276, total_est_cycles=47124, bram_live=8126464
Emitted group 726: ntt_final_digit_1, kind=2, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=4108, total_est_cycles=94220, bram_live=12058624
Emitted group 727: load_ntt_digit_0, kind=0, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=182, total_est_cycles=3787, bram_live=12058624
Emitted group 728: sub_ntt_digit_0, kind=6, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=258, total_est_cycles=5890, bram_live=18087936
Emitted group 729: store_output_digit_0, kind=1, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=182, total_est_cycles=3787, bram_live=12058624
Emitted group 730: load_ntt_digit_1, kind=0, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=182, total_est_cycles=3787, bram_live=6029312
Emitted group 731: sub_ntt_digit_1, kind=6, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=258, total_est_cycles=5890, bram_live=12058624
Emitted group 732: store_output_digit_1, kind=1, bytes=6029312, work_items=23, micro_ops=23, est_cycles/op=182, total_est_cycles=3787, bram_live=6029312

========== Detailed Execution Statistics ==========

--- Summary ---
Total cycles:           678826
Total latency (ns):     2262754
Peak BRAM live (bytes): 18087936
HBM read (bytes):       71303168
HBM write (bytes):      28311552
Dependency stalls:      559020 cycles
Resource stalls:        119806 cycles
Instruction groups:     733
Total instructions:     2213

--- Cycle Breakdown by Instruction Kind ---
  LoadHBM: cycles=37875 (5.57949%)  count=272  bytes=71303168
  StoreHBM: cycles=7861 (1.15803%)  count=108  bytes=28311552
  NTT: cycles=431344 (63.5426%)  count=139  bytes=12058624
  INTT: cycles=41095 (6.05383%)  count=40  bytes=4194304
  EweMul: cycles=48546 (7.15146%)  count=372  bytes=0
  EweAdd: cycles=31992 (4.71284%)  count=124  bytes=32505856
  EweSub: cycles=3100 (0.456671%)  count=46  bytes=12058624
  BConv: cycles=77013 (11.345%)  count=1112  bytes=199229232

--- EstimateCycle (1-Limb Input) by Operation ---
  load_digit_0: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=8
  load_digit_1: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=8
  load_digit_2: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=8
  intt_digit_0: kind=INTT  one_limb_cycles=4108  groups=1  instrs=8
  intt_digit_1: kind=INTT  one_limb_cycles=4108  groups=1  instrs=8
  intt_digit_2: kind=INTT  one_limb_cycles=4108  groups=1  instrs=8
  bconv: kind=BConv  one_limb_cycles=276  groups=93  instrs=744
  NTT: kind=NTT  one_limb_cycles=4108  groups=93  instrs=93
  load_evalkey: kind=LoadHBM  one_limb_cycles=182  groups=186  instrs=186
  mul_evalkey: kind=EweMul  one_limb_cycles=260  groups=186  instrs=372
  accumulate: kind=EweAdd  one_limb_cycles=258  groups=124  instrs=124
  store_intermediate: kind=StoreHBM  one_limb_cycles=182  groups=31  instrs=62
  load_result_digit_0: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=8
  intt_final_digit_0: kind=INTT  one_limb_cycles=4108  groups=1  instrs=8
  bconv_final_digit_0: kind=BConv  one_limb_cycles=276  groups=1  instrs=184
  ntt_final_digit_0: kind=NTT  one_limb_cycles=4108  groups=1  instrs=23
  load_result_digit_1: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=8
  intt_final_digit_1: kind=INTT  one_limb_cycles=4108  groups=1  instrs=8
  bconv_final_digit_1: kind=BConv  one_limb_cycles=276  groups=1  instrs=184
  ntt_final_digit_1: kind=NTT  one_limb_cycles=4108  groups=1  instrs=23
  load_ntt_digit_0: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=23
  sub_ntt_digit_0: kind=EweSub  one_limb_cycles=258  groups=1  instrs=23
  store_output_digit_0: kind=StoreHBM  one_limb_cycles=182  groups=1  instrs=23
  load_ntt_digit_1: kind=LoadHBM  one_limb_cycles=182  groups=1  instrs=23
  sub_ntt_digit_1: kind=EweSub  one_limb_cycles=258  groups=1  instrs=23
  store_output_digit_1: kind=StoreHBM  one_limb_cycles=182  groups=1  instrs=23

--- Group Timeline ---
  ID  Name                     Start     End       Duration  BRAM_before  BRAM_after   Bytes
   0  load_digit_0                   0       367        367            0            0  2097152
   1  load_digit_1                 367       734        367            0      2097152  2097152
   2  load_digit_2                 734      1101        367      2097152      4194304  2097152
   3  intt_digit_0                1101      9320       8219      4194304      6291456  0
   4  intt_digit_1                9320     17539       8219      6291456      6291456  0
   5  intt_digit_2               17539     25758       8219      6291456      6291456  0
   6  bconv                      25758     26313        555      6291456      6291456  2097152
   7  NTT                        26313     30421       4108      6291456      6553600  0
   8  load_evalkey               30421     30603        182      6553600      6553600  262144
   9  mul_evalkey                30603     30864        261      6553600      6815744  0
  10  load_evalkey               30864     31046        182      6815744      6815744  262144
  11  mul_evalkey                31046     31307        261      6815744      7077888  0
  12  bconv                      31307     31862        555      7077888      6815744  2097152
  13  NTT                        31862     35970       4108      6815744      7077888  0
  14  load_evalkey               35970     36152        182      7077888      7077888  262144
  15  mul_evalkey                36152     36413        261      7077888      7340032  0
  16  load_evalkey               36413     36595        182      7340032      7340032  262144
  17  mul_evalkey                36595     36856        261      7340032      7602176  0
  18  accumulate                 36856     37114        258      7602176      7340032  262144
  19  accumulate                 37114     37372        258      7340032      7077888  262144
  20  bconv                      37372     37927        555      7077888      6815744  2097152
  21  NTT                        37927     42035       4108      6815744      7077888  0
  22  load_evalkey               42035     42217        182      7077888      7077888  262144
  23  mul_evalkey                42217     42478        261      7077888      7340032  0
  24  load_evalkey               42478     42660        182      7340032      7340032  262144
  25  mul_evalkey                42660     42921        261      7340032      7602176  0
  26  accumulate                 42921     43179        258      7602176      7340032  262144
  27  accumulate                 43179     43437        258      7340032      7077888  262144
  28  store_intermediate         43437     43620        183      7077888      6815744  524288
  29  bconv                      43620     44175        555      6815744      6291456  2097152
  30  NTT                        44175     48283       4108      6291456      6553600  0
  31  load_evalkey               48283     48465        182      6553600      6553600  262144
  32  mul_evalkey                48465     48726        261      6553600      6815744  0
  33  load_evalkey               48726     48908        182      6815744      6815744  262144
  34  mul_evalkey                48908     49169        261      6815744      7077888  0
  35  bconv                      49169     49724        555      7077888      6815744  2097152
  36  NTT                        49724     53832       4108      6815744      7077888  0
  37  load_evalkey               53832     54014        182      7077888      7077888  262144
  38  mul_evalkey                54014     54275        261      7077888      7340032  0
  39  load_evalkey               54275     54457        182      7340032      7340032  262144
  40  mul_evalkey                54457     54718        261      7340032      7602176  0
  41  accumulate                 54718     54976        258      7602176      7340032  262144
  42  accumulate                 54976     55234        258      7340032      7077888  262144
  43  bconv                      55234     55789        555      7077888      6815744  2097152
  44  NTT                        55789     59897       4108      6815744      7077888  0
  45  load_evalkey               59897     60079        182      7077888      7077888  262144
  46  mul_evalkey                60079     60340        261      7077888      7340032  0
  47  load_evalkey               60340     60522        182      7340032      7340032  262144
  48  mul_evalkey                60522     60783        261      7340032      7602176  0
  49  accumulate                 60783     61041        258      7602176      7340032  262144
  50  accumulate                 61041     61299        258      7340032      7077888  262144
  51  store_intermediate         61299     61482        183      7077888      6815744  524288
  52  bconv                      61482     62037        555      6815744      6291456  2097152
  53  NTT                        62037     66145       4108      6291456      6553600  0
  54  load_evalkey               66145     66327        182      6553600      6553600  262144
  55  mul_evalkey                66327     66588        261      6553600      6815744  0
  56  load_evalkey               66588     66770        182      6815744      6815744  262144
  57  mul_evalkey                66770     67031        261      6815744      7077888  0
  58  bconv                      67031     67586        555      7077888      6815744  2097152
  59  NTT                        67586     71694       4108      6815744      7077888  0
  60  load_evalkey               71694     71876        182      7077888      7077888  262144
  61  mul_evalkey                71876     72137        261      7077888      7340032  0
  62  load_evalkey               72137     72319        182      7340032      7340032  262144
  63  mul_evalkey                72319     72580        261      7340032      7602176  0
  64  accumulate                 72580     72838        258      7602176      7340032  262144
  65  accumulate                 72838     73096        258      7340032      7077888  262144
  66  bconv                      73096     73651        555      7077888      6815744  2097152
  67  NTT                        73651     77759       4108      6815744      7077888  0
  68  load_evalkey               77759     77941        182      7077888      7077888  262144
  69  mul_evalkey                77941     78202        261      7077888      7340032  0
  70  load_evalkey               78202     78384        182      7340032      7340032  262144
  71  mul_evalkey                78384     78645        261      7340032      7602176  0
  72  accumulate                 78645     78903        258      7602176      7340032  262144
  73  accumulate                 78903     79161        258      7340032      7077888  262144
  74  store_intermediate         79161     79344        183      7077888      6815744  524288
  75  bconv                      79344     79899        555      6815744      6291456  2097152
  76  NTT                        79899     84007       4108      6291456      6553600  0
  77  load_evalkey               84007     84189        182      6553600      6553600  262144
  78  mul_evalkey                84189     84450        261      6553600      6815744  0
  79  load_evalkey               84450     84632        182      6815744      6815744  262144
  80  mul_evalkey                84632     84893        261      6815744      7077888  0
  81  bconv                      84893     85448        555      7077888      6815744  2097152
  82  NTT                        85448     89556       4108      6815744      7077888  0
  83  load_evalkey               89556     89738        182      7077888      7077888  262144
  84  mul_evalkey                89738     89999        261      7077888      7340032  0
  85  load_evalkey               89999     90181        182      7340032      7340032  262144
  86  mul_evalkey                90181     90442        261      7340032      7602176  0
  87  accumulate                 90442     90700        258      7602176      7340032  262144
  88  accumulate                 90700     90958        258      7340032      7077888  262144
  89  bconv                      90958     91513        555      7077888      6815744  2097152
  90  NTT                        91513     95621       4108      6815744      7077888  0
  91  load_evalkey               95621     95803        182      7077888      7077888  262144
  92  mul_evalkey                95803     96064        261      7077888      7340032  0
  93  load_evalkey               96064     96246        182      7340032      7340032  262144
  94  mul_evalkey                96246     96507        261      7340032      7602176  0
  95  accumulate                 96507     96765        258      7602176      7340032  262144
  96  accumulate                 96765     97023        258      7340032      7077888  262144
  97  store_intermediate         97023     97206        183      7077888      6815744  524288
  98  bconv                      97206     97761        555      6815744      6291456  2097152
  99  NTT                        97761    101869       4108      6291456      6553600  0
  100  load_evalkey              101869    102051        182      6553600      6553600  262144
  101  mul_evalkey               102051    102312        261      6553600      6815744  0
  102  load_evalkey              102312    102494        182      6815744      6815744  262144
  103  mul_evalkey               102494    102755        261      6815744      7077888  0
  104  bconv                     102755    103310        555      7077888      6815744  2097152
  105  NTT                       103310    107418       4108      6815744      7077888  0
  106  load_evalkey              107418    107600        182      7077888      7077888  262144
  107  mul_evalkey               107600    107861        261      7077888      7340032  0
  108  load_evalkey              107861    108043        182      7340032      7340032  262144
  109  mul_evalkey               108043    108304        261      7340032      7602176  0
  110  accumulate                108304    108562        258      7602176      7340032  262144
  111  accumulate                108562    108820        258      7340032      7077888  262144
  112  bconv                     108820    109375        555      7077888      6815744  2097152
  113  NTT                       109375    113483       4108      6815744      7077888  0
  114  load_evalkey              113483    113665        182      7077888      7077888  262144
  115  mul_evalkey               113665    113926        261      7077888      7340032  0
  116  load_evalkey              113926    114108        182      7340032      7340032  262144
  117  mul_evalkey               114108    114369        261      7340032      7602176  0
  118  accumulate                114369    114627        258      7602176      7340032  262144
  119  accumulate                114627    114885        258      7340032      7077888  262144
  120  store_intermediate        114885    115068        183      7077888      6815744  524288
  121  bconv                     115068    115623        555      6815744      6291456  2097152
  122  NTT                       115623    119731       4108      6291456      6553600  0
  123  load_evalkey              119731    119913        182      6553600      6553600  262144
  124  mul_evalkey               119913    120174        261      6553600      6815744  0
  125  load_evalkey              120174    120356        182      6815744      6815744  262144
  126  mul_evalkey               120356    120617        261      6815744      7077888  0
  127  bconv                     120617    121172        555      7077888      6815744  2097152
  128  NTT                       121172    125280       4108      6815744      7077888  0
  129  load_evalkey              125280    125462        182      7077888      7077888  262144
  130  mul_evalkey               125462    125723        261      7077888      7340032  0
  131  load_evalkey              125723    125905        182      7340032      7340032  262144
  132  mul_evalkey               125905    126166        261      7340032      7602176  0
  133  accumulate                126166    126424        258      7602176      7340032  262144
  134  accumulate                126424    126682        258      7340032      7077888  262144
  135  bconv                     126682    127237        555      7077888      6815744  2097152
  136  NTT                       127237    131345       4108      6815744      7077888  0
  137  load_evalkey              131345    131527        182      7077888      7077888  262144
  138  mul_evalkey               131527    131788        261      7077888      7340032  0
  139  load_evalkey              131788    131970        182      7340032      7340032  262144
  140  mul_evalkey               131970    132231        261      7340032      7602176  0
  141  accumulate                132231    132489        258      7602176      7340032  262144
  142  accumulate                132489    132747        258      7340032      7077888  262144
  143  store_intermediate        132747    132930        183      7077888      6815744  524288
  144  bconv                     132930    133485        555      6815744      6291456  2097152
  145  NTT                       133485    137593       4108      6291456      6553600  0
  146  load_evalkey              137593    137775        182      6553600      6553600  262144
  147  mul_evalkey               137775    138036        261      6553600      6815744  0
  148  load_evalkey              138036    138218        182      6815744      6815744  262144
  149  mul_evalkey               138218    138479        261      6815744      7077888  0
  150  bconv                     138479    139034        555      7077888      6815744  2097152
  151  NTT                       139034    143142       4108      6815744      7077888  0
  152  load_evalkey              143142    143324        182      7077888      7077888  262144
  153  mul_evalkey               143324    143585        261      7077888      7340032  0
  154  load_evalkey              143585    143767        182      7340032      7340032  262144
  155  mul_evalkey               143767    144028        261      7340032      7602176  0
  156  accumulate                144028    144286        258      7602176      7340032  262144
  157  accumulate                144286    144544        258      7340032      7077888  262144
  158  bconv                     144544    145099        555      7077888      6815744  2097152
  159  NTT                       145099    149207       4108      6815744      7077888  0
  160  load_evalkey              149207    149389        182      7077888      7077888  262144
  161  mul_evalkey               149389    149650        261      7077888      7340032  0
  162  load_evalkey              149650    149832        182      7340032      7340032  262144
  163  mul_evalkey               149832    150093        261      7340032      7602176  0
  164  accumulate                150093    150351        258      7602176      7340032  262144
  165  accumulate                150351    150609        258      7340032      7077888  262144
  166  store_intermediate        150609    150792        183      7077888      6815744  524288
  167  bconv                     150792    151347        555      6815744      6291456  2097152
  168  NTT                       151347    155455       4108      6291456      6553600  0
  169  load_evalkey              155455    155637        182      6553600      6553600  262144
  170  mul_evalkey               155637    155898        261      6553600      6815744  0
  171  load_evalkey              155898    156080        182      6815744      6815744  262144
  172  mul_evalkey               156080    156341        261      6815744      7077888  0
  173  bconv                     156341    156896        555      7077888      6815744  2097152
  174  NTT                       156896    161004       4108      6815744      7077888  0
  175  load_evalkey              161004    161186        182      7077888      7077888  262144
  176  mul_evalkey               161186    161447        261      7077888      7340032  0
  177  load_evalkey              161447    161629        182      7340032      7340032  262144
  178  mul_evalkey               161629    161890        261      7340032      7602176  0
  179  accumulate                161890    162148        258      7602176      7340032  262144
  180  accumulate                162148    162406        258      7340032      7077888  262144
  181  bconv                     162406    162961        555      7077888      6815744  2097152
  182  NTT                       162961    167069       4108      6815744      7077888  0
  183  load_evalkey              167069    167251        182      7077888      7077888  262144
  184  mul_evalkey               167251    167512        261      7077888      7340032  0
  185  load_evalkey              167512    167694        182      7340032      7340032  262144
  186  mul_evalkey               167694    167955        261      7340032      7602176  0
  187  accumulate                167955    168213        258      7602176      7340032  262144
  188  accumulate                168213    168471        258      7340032      7077888  262144
  189  store_intermediate        168471    168654        183      7077888      6815744  524288
  190  bconv                     168654    169209        555      6815744      6291456  2097152
  191  NTT                       169209    173317       4108      6291456      6553600  0
  192  load_evalkey              173317    173499        182      6553600      6553600  262144
  193  mul_evalkey               173499    173760        261      6553600      6815744  0
  194  load_evalkey              173760    173942        182      6815744      6815744  262144
  195  mul_evalkey               173942    174203        261      6815744      7077888  0
  196  bconv                     174203    174758        555      7077888      6815744  2097152
  197  NTT                       174758    178866       4108      6815744      7077888  0
  198  load_evalkey              178866    179048        182      7077888      7077888  262144
  199  mul_evalkey               179048    179309        261      7077888      7340032  0
  200  load_evalkey              179309    179491        182      7340032      7340032  262144
  201  mul_evalkey               179491    179752        261      7340032      7602176  0
  202  accumulate                179752    180010        258      7602176      7340032  262144
  203  accumulate                180010    180268        258      7340032      7077888  262144
  204  bconv                     180268    180823        555      7077888      6815744  2097152
  205  NTT                       180823    184931       4108      6815744      7077888  0
  206  load_evalkey              184931    185113        182      7077888      7077888  262144
  207  mul_evalkey               185113    185374        261      7077888      7340032  0
  208  load_evalkey              185374    185556        182      7340032      7340032  262144
  209  mul_evalkey               185556    185817        261      7340032      7602176  0
  210  accumulate                185817    186075        258      7602176      7340032  262144
  211  accumulate                186075    186333        258      7340032      7077888  262144
  212  store_intermediate        186333    186516        183      7077888      6815744  524288
  213  bconv                     186516    187071        555      6815744      6291456  2097152
  214  NTT                       187071    191179       4108      6291456      6553600  0
  215  load_evalkey              191179    191361        182      6553600      6553600  262144
  216  mul_evalkey               191361    191622        261      6553600      6815744  0
  217  load_evalkey              191622    191804        182      6815744      6815744  262144
  218  mul_evalkey               191804    192065        261      6815744      7077888  0
  219  bconv                     192065    192620        555      7077888      6815744  2097152
  220  NTT                       192620    196728       4108      6815744      7077888  0
  221  load_evalkey              196728    196910        182      7077888      7077888  262144
  222  mul_evalkey               196910    197171        261      7077888      7340032  0
  223  load_evalkey              197171    197353        182      7340032      7340032  262144
  224  mul_evalkey               197353    197614        261      7340032      7602176  0
  225  accumulate                197614    197872        258      7602176      7340032  262144
  226  accumulate                197872    198130        258      7340032      7077888  262144
  227  bconv                     198130    198685        555      7077888      6815744  2097152
  228  NTT                       198685    202793       4108      6815744      7077888  0
  229  load_evalkey              202793    202975        182      7077888      7077888  262144
  230  mul_evalkey               202975    203236        261      7077888      7340032  0
  231  load_evalkey              203236    203418        182      7340032      7340032  262144
  232  mul_evalkey               203418    203679        261      7340032      7602176  0
  233  accumulate                203679    203937        258      7602176      7340032  262144
  234  accumulate                203937    204195        258      7340032      7077888  262144
  235  store_intermediate        204195    204378        183      7077888      6815744  524288
  236  bconv                     204378    204933        555      6815744      6291456  2097152
  237  NTT                       204933    209041       4108      6291456      6553600  0
  238  load_evalkey              209041    209223        182      6553600      6553600  262144
  239  mul_evalkey               209223    209484        261      6553600      6815744  0
  240  load_evalkey              209484    209666        182      6815744      6815744  262144
  241  mul_evalkey               209666    209927        261      6815744      7077888  0
  242  bconv                     209927    210482        555      7077888      6815744  2097152
  243  NTT                       210482    214590       4108      6815744      7077888  0
  244  load_evalkey              214590    214772        182      7077888      7077888  262144
  245  mul_evalkey               214772    215033        261      7077888      7340032  0
  246  load_evalkey              215033    215215        182      7340032      7340032  262144
  247  mul_evalkey               215215    215476        261      7340032      7602176  0
  248  accumulate                215476    215734        258      7602176      7340032  262144
  249  accumulate                215734    215992        258      7340032      7077888  262144
  250  bconv                     215992    216547        555      7077888      6815744  2097152
  251  NTT                       216547    220655       4108      6815744      7077888  0
  252  load_evalkey              220655    220837        182      7077888      7077888  262144
  253  mul_evalkey               220837    221098        261      7077888      7340032  0
  254  load_evalkey              221098    221280        182      7340032      7340032  262144
  255  mul_evalkey               221280    221541        261      7340032      7602176  0
  256  accumulate                221541    221799        258      7602176      7340032  262144
  257  accumulate                221799    222057        258      7340032      7077888  262144
  258  store_intermediate        222057    222240        183      7077888      6815744  524288
  259  bconv                     222240    222795        555      6815744      6291456  2097152
  260  NTT                       222795    226903       4108      6291456      6553600  0
  261  load_evalkey              226903    227085        182      6553600      6553600  262144
  262  mul_evalkey               227085    227346        261      6553600      6815744  0
  263  load_evalkey              227346    227528        182      6815744      6815744  262144
  264  mul_evalkey               227528    227789        261      6815744      7077888  0
  265  bconv                     227789    228344        555      7077888      6815744  2097152
  266  NTT                       228344    232452       4108      6815744      7077888  0
  267  load_evalkey              232452    232634        182      7077888      7077888  262144
  268  mul_evalkey               232634    232895        261      7077888      7340032  0
  269  load_evalkey              232895    233077        182      7340032      7340032  262144
  270  mul_evalkey               233077    233338        261      7340032      7602176  0
  271  accumulate                233338    233596        258      7602176      7340032  262144
  272  accumulate                233596    233854        258      7340032      7077888  262144
  273  bconv                     233854    234409        555      7077888      6815744  2097152
  274  NTT                       234409    238517       4108      6815744      7077888  0
  275  load_evalkey              238517    238699        182      7077888      7077888  262144
  276  mul_evalkey               238699    238960        261      7077888      7340032  0
  277  load_evalkey              238960    239142        182      7340032      7340032  262144
  278  mul_evalkey               239142    239403        261      7340032      7602176  0
  279  accumulate                239403    239661        258      7602176      7340032  262144
  280  accumulate                239661    239919        258      7340032      7077888  262144
  281  store_intermediate        239919    240102        183      7077888      6815744  524288
  282  bconv                     240102    240657        555      6815744      6291456  2097152
  283  NTT                       240657    244765       4108      6291456      6553600  0
  284  load_evalkey              244765    244947        182      6553600      6553600  262144
  285  mul_evalkey               244947    245208        261      6553600      6815744  0
  286  load_evalkey              245208    245390        182      6815744      6815744  262144
  287  mul_evalkey               245390    245651        261      6815744      7077888  0
  288  bconv                     245651    246206        555      7077888      6815744  2097152
  289  NTT                       246206    250314       4108      6815744      7077888  0
  290  load_evalkey              250314    250496        182      7077888      7077888  262144
  291  mul_evalkey               250496    250757        261      7077888      7340032  0
  292  load_evalkey              250757    250939        182      7340032      7340032  262144
  293  mul_evalkey               250939    251200        261      7340032      7602176  0
  294  accumulate                251200    251458        258      7602176      7340032  262144
  295  accumulate                251458    251716        258      7340032      7077888  262144
  296  bconv                     251716    252271        555      7077888      6815744  2097152
  297  NTT                       252271    256379       4108      6815744      7077888  0
  298  load_evalkey              256379    256561        182      7077888      7077888  262144
  299  mul_evalkey               256561    256822        261      7077888      7340032  0
  300  load_evalkey              256822    257004        182      7340032      7340032  262144
  301  mul_evalkey               257004    257265        261      7340032      7602176  0
  302  accumulate                257265    257523        258      7602176      7340032  262144
  303  accumulate                257523    257781        258      7340032      7077888  262144
  304  store_intermediate        257781    257964        183      7077888      6815744  524288
  305  bconv                     257964    258519        555      6815744      6291456  2097152
  306  NTT                       258519    262627       4108      6291456      6553600  0
  307  load_evalkey              262627    262809        182      6553600      6553600  262144
  308  mul_evalkey               262809    263070        261      6553600      6815744  0
  309  load_evalkey              263070    263252        182      6815744      6815744  262144
  310  mul_evalkey               263252    263513        261      6815744      7077888  0
  311  bconv                     263513    264068        555      7077888      6815744  2097152
  312  NTT                       264068    268176       4108      6815744      7077888  0
  313  load_evalkey              268176    268358        182      7077888      7077888  262144
  314  mul_evalkey               268358    268619        261      7077888      7340032  0
  315  load_evalkey              268619    268801        182      7340032      7340032  262144
  316  mul_evalkey               268801    269062        261      7340032      7602176  0
  317  accumulate                269062    269320        258      7602176      7340032  262144
  318  accumulate                269320    269578        258      7340032      7077888  262144
  319  bconv                     269578    270133        555      7077888      6815744  2097152
  320  NTT                       270133    274241       4108      6815744      7077888  0
  321  load_evalkey              274241    274423        182      7077888      7077888  262144
  322  mul_evalkey               274423    274684        261      7077888      7340032  0
  323  load_evalkey              274684    274866        182      7340032      7340032  262144
  324  mul_evalkey               274866    275127        261      7340032      7602176  0
  325  accumulate                275127    275385        258      7602176      7340032  262144
  326  accumulate                275385    275643        258      7340032      7077888  262144
  327  store_intermediate        275643    275826        183      7077888      6815744  524288
  328  bconv                     275826    276381        555      6815744      6291456  2097152
  329  NTT                       276381    280489       4108      6291456      6553600  0
  330  load_evalkey              280489    280671        182      6553600      6553600  262144
  331  mul_evalkey               280671    280932        261      6553600      6815744  0
  332  load_evalkey              280932    281114        182      6815744      6815744  262144
  333  mul_evalkey               281114    281375        261      6815744      7077888  0
  334  bconv                     281375    281930        555      7077888      6815744  2097152
  335  NTT                       281930    286038       4108      6815744      7077888  0
  336  load_evalkey              286038    286220        182      7077888      7077888  262144
  337  mul_evalkey               286220    286481        261      7077888      7340032  0
  338  load_evalkey              286481    286663        182      7340032      7340032  262144
  339  mul_evalkey               286663    286924        261      7340032      7602176  0
  340  accumulate                286924    287182        258      7602176      7340032  262144
  341  accumulate                287182    287440        258      7340032      7077888  262144
  342  bconv                     287440    287995        555      7077888      6815744  2097152
  343  NTT                       287995    292103       4108      6815744      7077888  0
  344  load_evalkey              292103    292285        182      7077888      7077888  262144
  345  mul_evalkey               292285    292546        261      7077888      7340032  0
  346  load_evalkey              292546    292728        182      7340032      7340032  262144
  347  mul_evalkey               292728    292989        261      7340032      7602176  0
  348  accumulate                292989    293247        258      7602176      7340032  262144
  349  accumulate                293247    293505        258      7340032      7077888  262144
  350  store_intermediate        293505    293688        183      7077888      6815744  524288
  351  bconv                     293688    294243        555      6815744      6291456  2097152
  352  NTT                       294243    298351       4108      6291456      6553600  0
  353  load_evalkey              298351    298533        182      6553600      6553600  262144
  354  mul_evalkey               298533    298794        261      6553600      6815744  0
  355  load_evalkey              298794    298976        182      6815744      6815744  262144
  356  mul_evalkey               298976    299237        261      6815744      7077888  0
  357  bconv                     299237    299792        555      7077888      6815744  2097152
  358  NTT                       299792    303900       4108      6815744      7077888  0
  359  load_evalkey              303900    304082        182      7077888      7077888  262144
  360  mul_evalkey               304082    304343        261      7077888      7340032  0
  361  load_evalkey              304343    304525        182      7340032      7340032  262144
  362  mul_evalkey               304525    304786        261      7340032      7602176  0
  363  accumulate                304786    305044        258      7602176      7340032  262144
  364  accumulate                305044    305302        258      7340032      7077888  262144
  365  bconv                     305302    305857        555      7077888      6815744  2097152
  366  NTT                       305857    309965       4108      6815744      7077888  0
  367  load_evalkey              309965    310147        182      7077888      7077888  262144
  368  mul_evalkey               310147    310408        261      7077888      7340032  0
  369  load_evalkey              310408    310590        182      7340032      7340032  262144
  370  mul_evalkey               310590    310851        261      7340032      7602176  0
  371  accumulate                310851    311109        258      7602176      7340032  262144
  372  accumulate                311109    311367        258      7340032      7077888  262144
  373  store_intermediate        311367    311550        183      7077888      6815744  524288
  374  bconv                     311550    312105        555      6815744      6291456  2097152
  375  NTT                       312105    316213       4108      6291456      6553600  0
  376  load_evalkey              316213    316395        182      6553600      6553600  262144
  377  mul_evalkey               316395    316656        261      6553600      6815744  0
  378  load_evalkey              316656    316838        182      6815744      6815744  262144
  379  mul_evalkey               316838    317099        261      6815744      7077888  0
  380  bconv                     317099    317654        555      7077888      6815744  2097152
  381  NTT                       317654    321762       4108      6815744      7077888  0
  382  load_evalkey              321762    321944        182      7077888      7077888  262144
  383  mul_evalkey               321944    322205        261      7077888      7340032  0
  384  load_evalkey              322205    322387        182      7340032      7340032  262144
  385  mul_evalkey               322387    322648        261      7340032      7602176  0
  386  accumulate                322648    322906        258      7602176      7340032  262144
  387  accumulate                322906    323164        258      7340032      7077888  262144
  388  bconv                     323164    323719        555      7077888      6815744  2097152
  389  NTT                       323719    327827       4108      6815744      7077888  0
  390  load_evalkey              327827    328009        182      7077888      7077888  262144
  391  mul_evalkey               328009    328270        261      7077888      7340032  0
  392  load_evalkey              328270    328452        182      7340032      7340032  262144
  393  mul_evalkey               328452    328713        261      7340032      7602176  0
  394  accumulate                328713    328971        258      7602176      7340032  262144
  395  accumulate                328971    329229        258      7340032      7077888  262144
  396  store_intermediate        329229    329412        183      7077888      6815744  524288
  397  bconv                     329412    329967        555      6815744      6291456  2097152
  398  NTT                       329967    334075       4108      6291456      6553600  0
  399  load_evalkey              334075    334257        182      6553600      6553600  262144
  400  mul_evalkey               334257    334518        261      6553600      6815744  0
